#feid	gene_name	gene_id	pub_ref	pub_desc	organism_id	assay	molecule_assayed	stage	sex	anatomy	expression_uniquename	anatomy_desc	anatomy_id	start_stage_name	start_stage_id	end_stage_name	end_stage_id
166004	Ance-4	FBgn0033366	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	amnioserosa	FBex0021179	amnioserosa	FBbt:00000095	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166005	Ance-4	FBgn0033366	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval crystal cell	FBex0021170	embryonic/larval crystal cell	FBbt:00001690	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166006	CG1827	FBgn0033431	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval garland cell	FBex0021115	embryonic/larval garland cell	FBbt:00001693	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166007	Daao1	FBgn0033543	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic midgut chamber	FBex0021251	embryonic midgut chamber	FBbt:00005628	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166008	Daao1	FBgn0033543	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic proventriculus	FBex0021142	embryonic proventriculus	FBbt:00005607	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166009	Daao1	FBgn0033543	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166010	Cpr47Ee	FBgn0033602	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166011	Cpr47Ee	FBgn0033602	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166012	Cpr47Ee	FBgn0033602	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166013	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	posterior endoderm	FBex0021137	posterior endoderm	FBbt:00005560	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166014	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166015	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166016	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	Malpighian tubule primordium	FBex0017937	Malpighian tubule primordium	FBbt:00000442	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166017	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166018	CG8646	FBgn0033763	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	ring gland primordium	FBex0021238	ring gland primordium	FBbt:00017009	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166019	CG17574	FBgn0033777	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021129	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166020	CG17574	FBgn0033777	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021130	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166021	CG17574	FBgn0033777	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166022	CG17574	FBgn0033777	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0021157	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166023	CG11400	FBgn0034198	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166024	CG9812	FBgn0034860	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval tracheal dorsal trunk	FBex0021247	embryonic/larval tracheal dorsal trunk	FBbt:00000212	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166025	CG9812	FBgn0034860	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval visceral tracheal branch	FBex0021248	embryonic/larval visceral tracheal branch	FBbt:00000296	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166026	Orcokinin	FBgn0034935	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	amnioserosa	FBex0021197	amnioserosa	FBbt:00000095	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166027	Orcokinin	FBgn0034935	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	amnioserosa	FBex0021178	amnioserosa	FBbt:00000095	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166028	Orcokinin	FBgn0034935	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	apoptotic amnioserosa	FBex0021274	apoptotic amnioserosa	FBbt:00005556	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166029	Orcokinin	FBgn0034935	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic dorsal epidermis	FBex0021090	embryonic dorsal epidermis	FBbt:00005744	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166030	Orcokinin	FBgn0034935	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	ventral midline of embryo	FBex0021110	ventral midline of embryo	FBbt:00000093	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166031	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	amnioserosa	FBex0021178	amnioserosa	FBbt:00000095	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166032	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	procrystal cell	FBex0021169	procrystal cell	FBbt:00001689	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166033	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	yolk nucleus	FBex0021194	yolk nucleus	FBbt:00000057	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166034	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval crystal cell	FBex0021170	embryonic/larval crystal cell	FBbt:00001690	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166035	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	dorsal pharyngeal muscle cell	FBex0021126	dorsal pharyngeal muscle cell	FBbt:00000489	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166036	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic Malpighian tubule	FBex0016390	embryonic Malpighian tubule	FBbt:00005634	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166037	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval lymph gland	FBex0021132	embryonic/larval lymph gland	FBbt:00001668	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166038	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval muscle system	FBex0021127	larval muscle system	FBbt:00000462	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166039	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval posterior spiracle	FBex0021203	embryonic/larval posterior spiracle	FBbt:00000424	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166040	Fatp3	FBgn0034999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	yolk nucleus	FBex0021199	yolk nucleus	FBbt:00000057	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166041	Nmrk	FBgn0035436	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021129	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166042	Nmrk	FBgn0035436	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021130	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166043	Nmrk	FBgn0035436	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166044	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	anterior endoderm anlage	FBex0021141	anterior endoderm anlage	FBbt:00000210	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166045	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	head mesoderm	FBex0021133	head mesoderm	FBbt:00000127	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166046	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166047	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	posterior endoderm	FBex0016918	posterior endoderm	FBbt:00005560	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166048	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	trunk mesoderm	FBex0021134	trunk mesoderm	FBbt:00000128	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166049	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	anterior endoderm	FBex0021135	anterior endoderm	FBbt:00005559	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166050	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	head mesoderm	FBex0021136	head mesoderm	FBbt:00000127	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166051	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166052	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	posterior endoderm	FBex0021137	posterior endoderm	FBbt:00005560	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166053	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	trunk mesoderm	FBex0021138	trunk mesoderm	FBbt:00000128	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166054	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166055	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	head mesoderm	FBex0012957	head mesoderm	FBbt:00000127	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166056	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166057	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166058	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166059	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	procrystal cell	FBex0021169	procrystal cell	FBbt:00001689	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166060	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval crystal cell	FBex0021170	embryonic/larval crystal cell	FBbt:00001690	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166061	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0021157	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166062	Galm2	FBgn0035679	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166063	spartin	FBgn0037265	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021129	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166064	spartin	FBgn0037265	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021130	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166065	spartin	FBgn0037265	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166066	spartin	FBgn0037265	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166067	spartin	FBgn0037265	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval muscle system	FBex0021127	larval muscle system	FBbt:00000462	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166068	IscU	FBgn0037637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166069	IscU	FBgn0037637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166070	IscU	FBgn0037637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	dorsal pharyngeal muscle cell	FBex0021126	dorsal pharyngeal muscle cell	FBbt:00000489	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166071	IscU	FBgn0037637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166072	IscU	FBgn0037637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval muscle system	FBex0021127	larval muscle system	FBbt:00000462	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166073	CG4860	FBgn0037999	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval oenocyte	FBex0021195	embryonic/larval oenocyte	FBbt:00001694	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166074	CG10126	FBgn0038088	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic dorsal epidermis	FBex0021090	embryonic dorsal epidermis	FBbt:00005744	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166075	CG10126	FBgn0038088	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic head epidermis	FBex0021091	embryonic head epidermis	FBbt:00005741	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166076	CG10126	FBgn0038088	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic ventral epidermis	FBex0021092	embryonic ventral epidermis	FBbt:00005747	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166077	CG10126	FBgn0038088	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval posterior spiracle	FBex0021203	embryonic/larval posterior spiracle	FBbt:00000424	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166078	Paip2	FBgn0038100	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166079	Paip2	FBgn0038100	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021130	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166080	Paip2	FBgn0038100	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166081	Paip2	FBgn0038100	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0021157	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166082	CG5555	FBgn0038686	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166083	CG5555	FBgn0038686	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166084	CG5555	FBgn0038686	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166085	CG5555	FBgn0038686	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166086	CG4000	FBgn0038820	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166087	CG4000	FBgn0038820	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166088	CG4000	FBgn0038820	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166089	CG4000	FBgn0038820	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166090	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	esophagus primordium	FBex0021327	esophagus primordium	FBbt:00005507	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166091	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	ventral ectoderm	FBex0021095	ventral ectoderm	FBbt:00005558	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166092	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	esophagus primordium	FBex0021328	esophagus primordium	FBbt:00005507	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166093	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	foregut primordium	FBex0015901	foregut primordium	FBbt:00005535	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166094	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	midline primordium	FBex0021230	midline primordium	FBbt:00005528	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166095	Syp	FBgn0038826	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	ventral midline of embryo	FBex0021110	ventral midline of embryo	FBbt:00000093	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166096	Lsd-1	FBgn0039114	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	amnioserosa	FBex0021178	amnioserosa	FBbt:00000095	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166097	Lsd-1	FBgn0039114	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	yolk nucleus	FBex0021194	yolk nucleus	FBbt:00000057	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166098	Lsd-1	FBgn0039114	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval corpus allatum	FBex0021239	embryonic/larval corpus allatum	FBbt:00001725	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166099	Lsd-1	FBgn0039114	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166100	Lsd-1	FBgn0039114	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	yolk nucleus	FBex0021199	yolk nucleus	FBbt:00000057	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166101	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	head mesoderm	FBex0021133	head mesoderm	FBbt:00000127	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166102	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	trunk mesoderm	FBex0021134	trunk mesoderm	FBbt:00000128	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166103	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic epipharynx	FBex0021159	embryonic epipharynx	FBbt:00005614	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166104	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic foregut	FBex0021161	embryonic foregut	FBbt:00005606	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
