speciesId	genus	species	speciesCommonName	displayOrder	genomeFilePath	genomeVersion	dataSourceId	genomeSpeciesId	fakeGeneIdPrefix	keywords	comment
51031	necator	americanus	New World hookworm		necator_americanus/Necator_americanus.N_americanus_v1	N_americanus_v1	24	51031			
9974	Manis	javanica	Malayan pangolin	29	manis_javanica/manis_javanica_GCF_014570535.1_YNU_ManJav_2.0	YNU_ManJav_2.0	37	9974		MANJA	Use RefSeq assembly
8355	Xenopus	laevis	African clawed frog	33	xenopus_laevis/xenopus_laevis_GCF_001663975.1_Xenopus_laevis_v2	xenLae2	37	8355		Bufo laevis|XENLA|Xenopus leavis|clawed frog|common platanna|platanna	Use RefSeq assembly BUT several GeneID are duplicated
7936	Anguilla	anguilla	European freshwater eel	37	anguilla_anguilla/anguilla_anguilla_GCF_013347855.1_fAngAng1.pri	fAngAng1.pri	37	7936		ANGAN|Angill angill|Anguilla anguilla anguilla|European eel|Muraena anguilla	Use RefSeq assembly
10088
10090
10114
10116
10197
10219
10220
110815
117565
117569
117570
117571
117893
118040
118072
119203
1206795
1294634
131567
1338369
13616
137529
142796
147099
147537
147554
181400
186634
189497
2
207598
215451
2157
2759
27686
29132
30458
31033
311790
314145
314146
314147
314293
314295
3176
32440
32443
32519
32523
32524
32525
32561
32577
33090
3312
33154
33208
33213
33317
33392
33511
33554
33630
33682
337687
3378
338153
3398
34572
35069
37572
376913
379584
38254
38609
39107
40151
40674
41324
41665
41712
43453
436486
436491
451864
4751
4890
4891
4895
4896
4932
50557
57294
5782
58024
6040
6072
6073
6157
61743
6178
6199
6211
6217
6231
6237
6239
6340
6425
6447
6448
6544
6656
6657
6830
6843
6960
70862
7088
7227
7237
7240
7434
7586
7618
7625
7711
7712
7713
7735
7737
7742
7745
7762
7776
7777
7778
7863
7864
7878
7894
7898
7900
7901
7915
7922
7955
8075
81928
8287
8292
8293
8342
8355
8457
8459
8492
8493
8504
8507
8509
8570
8578
8782
8801
8825
8827
88770
8930
89593
9031
9126
91561
9254
9255
9257
9259
9263
9321
9347
9348
9359
9362
9365
9373
9397
9443
9475
9539
9544
9593
9596
9597
9598
9599
9604
9606
9611
9669
9681
9709
9721
9722
9753
9761
9765
9779
9787
9788
9816
9822
9823
9836
9845
9850
9892
9913
9940
9963
9975
9989
